A0,current_x,current_y
0.0,4.0617032306955456e-17,-0.012290438117039568
0.03,0.0003420701476060547,-0.02817126923007236
0.08,0.000474797557482183,-0.02999972637582385
0.11,-0.00033934189193636244,-0.014131035915465624
0.13,-0.0005253827584245456,-0.011386443316198407
0.15,0.003626513900332638,-0.015371840481347683
0.16,0.0015594072735762576,-0.015725748853480385
0.21,0.004262599911162964,-0.0034122732211729206
0.22,0.0033986076944151865,-0.0056896873616612675
0.23,0.0018074170073774953,-0.023049684573806836
0.26,0.0038710097097407756,-0.05354246742104026
0.29,0.0019738426588887473,0.01679780435258389
0.3,0.0016733069074088011,0.019992668471915935
0.35,0.001338528014262944,0.01695489550491927
0.37,0.0022816642181894093,-0.0004094888002993411
0.4,-0.0012840639190788755,0.0045277057657731
0.39,0.0005182996627936123,0.012052101649936819
